100,1001,1
101,1001,2
102,1001,6
103,1001,10
104,1001,10
105,1001,1
106,1001,6
107,1001,2
108,1001,2
109,1001,6
110,1001,4
111,1001,3
112,1001,10
113,1001,7
114,1001,6
115,1001,9
116,1001,2
117,1001,2
118,1001,4
119,1001,5
120,1001,6
121,1001,10
122,1001,6
123,1001,9
124,1001,0
125,1001,1
126,1001,4
127,1001,1
128,1001,2
129,1001,6
130,1001,2
131,1001,6
132,1001,8
133,1001,7
134,1001,6
135,1001,8
136,1001,5
137,1001,6
138,1001,6
139,1001,0
140,1001,0
141,1001,1
142,1001,0
143,1001,6
144,1001,10
145,1001,10
100,1002,3
101,1002,9
102,1002,8
103,1002,2
104,1002,8
105,1002,7
106,1002,3
107,1002,1
108,1002,4
109,1002,3
110,1002,3
111,1002,10
112,1002,1
113,1002,9
114,1002,8
115,1002,4
116,1002,9
117,1002,7
118,1002,1
119,1002,5
120,1002,7
121,1002,5
122,1002,2
123,1002,3
124,1002,1
125,1002,10
126,1002,4
127,1002,7
128,1002,6
129,1002,0
130,1002,9
131,1002,10
132,1002,8
133,1002,9
134,1002,7
135,1002,4
136,1002,4
137,1002,10
138,1002,4
139,1002,6
140,1002,8
141,1002,5
142,1002,10
143,1002,9
144,1002,1
145,1002,2
100,1003,2
101,1003,1
102,1003,4
103,1003,4
104,1003,5
105,1003,10
106,1003,9
107,1003,5
108,1003,0
109,1003,9
110,1003,9
111,1003,6
112,1003,7
113,1003,7
114,1003,0
115,1003,9
116,1003,8
117,1003,0
118,1003,2
119,1003,7
120,1003,7
121,1003,0
122,1003,10
123,1003,5
124,1003,4
125,1003,2
126,1003,7
127,1003,5
128,1003,4
129,1003,2
130,1003,5
131,1003,1
132,1003,3
133,1003,0
134,1003,1
135,1003,0
136,1003,0
137,1003,8
138,1003,8
139,1003,2
140,1003,1
141,1003,8
142,1003,1
143,1003,7
144,1003,1
145,1003,8
100,1004,8
101,1004,9
102,1004,8
103,1004,9
104,1004,0
105,1004,2
106,1004,1
107,1004,2
108,1004,2
109,1004,10
110,1004,10
111,1004,1
112,1004,10
113,1004,2
114,1004,7
115,1004,2
116,1004,10
117,1004,7
118,1004,7
119,1004,2
120,1004,7
121,1004,8
122,1004,6
123,1004,7
124,1004,1
125,1004,7
126,1004,8
127,1004,2
128,1004,2
129,1004,9
130,1004,3
131,1004,0
132,1004,2
133,1004,0
134,1004,2
135,1004,0
136,1004,0
137,1004,1
138,1004,8
139,1004,4
140,1004,6
141,1004,10
142,1004,1
143,1004,7
144,1004,10
145,1004,6
100,1005,3
101,1005,7
102,1005,4
103,1005,4
104,1005,3
105,1005,10
106,1005,2
107,1005,7
108,1005,2
109,1005,1
110,1005,2
111,1005,8
112,1005,9
113,1005,3
114,1005,0
115,1005,5
116,1005,4
117,1005,9
118,1005,9
119,1005,4
120,1005,1
121,1005,0
122,1005,1
123,1005,6
124,1005,2
125,1005,2
126,1005,9
127,1005,9
128,1005,2
129,1005,9
130,1005,9
131,1005,8
132,1005,6
133,1005,4
134,1005,8
135,1005,3
136,1005,6
137,1005,10
138,1005,10
139,1005,7
140,1005,5
141,1005,9
142,1005,6
143,1005,4
144,1005,1
145,1005,5
100,1006,9
101,1006,5
